latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
27.18582,85.78823,333.1,0.4,0.37,2025-04-03,0718,N,VIIRS,l,2.0NRT,304.41,2.51,D
27.17502,85.74403,349.1,0.41,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,307.95,5.48,D
27.17908,85.78973,339.18,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,305.3,2.12,D
27.06571,85.13525,343.63,0.42,0.38,2025-04-03,0718,N,VIIRS,n,2.0NRT,313.6,4.77,D
27.17571,85.79044,331.11,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,304.43,2.12,D
27.17638,85.79447,348.56,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,306.59,6.15,D
27.48714,87.76181,331.17,0.38,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,298.45,3.84,D
27.20497,86.01042,334.21,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,304.16,2.68,D
27.1274,85.56332,336.07,0.41,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,306.18,2.26,D
27.16759,85.80469,333.03,0.4,0.37,2025-04-03,0718,N,VIIRS,l,2.0NRT,304.45,4.33,D
27.15135,85.74893,332.98,0.41,0.37,2025-04-03,0718,N,VIIRS,l,2.0NRT,305.65,3.43,D
27.14796,85.74958,334.36,0.41,0.37,2025-04-03,0718,N,VIIRS,l,2.0NRT,309.05,3.43,D
27.15746,85.80676,339.47,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,305.83,4,D
27.28319,86.57882,336.52,0.39,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,310.1,2.12,D
27.1439,85.7462,333.19,0.41,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,307.42,2.07,D
27.1668,85.88419,330.98,0.4,0.37,2025-04-03,0718,N,VIIRS,l,2.0NRT,303.94,3.12,D
27.16343,85.88488,341.02,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,307.71,3.12,D
27.14121,85.77206,331.98,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,306.05,2.3,D
27.15737,85.89035,335.34,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,304.99,3.54,D
27.15803,85.89434,348.56,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,304.74,3.54,D
27.14733,85.8508,331.51,0.4,0.37,2025-04-03,0718,N,VIIRS,l,2.0NRT,305.9,2.44,D
27.15467,85.8951,335.13,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,306.27,3.02,D
27.15533,85.89906,334.73,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,306.58,5.31,D
27.14328,85.84744,331.59,0.4,0.37,2025-04-03,0718,N,VIIRS,l,2.0NRT,306.07,2.21,D
27.15131,85.89582,338.64,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,306.59,3.02,D
27.10312,85.66992,342.53,0.41,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,310.78,3.82,D
27.10381,85.67406,338.76,0.41,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,310.27,2.46,D
27.13315,85.84945,332.13,0.4,0.37,2025-04-03,0718,N,VIIRS,l,2.0NRT,305.89,3.05,D
27.12977,85.85011,333,0.4,0.37,2025-04-03,0718,N,VIIRS,l,2.0NRT,306.49,3.05,D
27.13852,85.90267,334.95,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,304.66,1.73,D
27.1128,85.76941,331.84,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,306.39,1.1,D
27.10191,85.72531,336.12,0.41,0.37,2025-04-03,0718,N,VIIRS,l,2.0NRT,311.08,5.07,D
27.10151,85.72474,336.4,0.41,0.37,2025-04-03,0718,N,VIIRS,l,2.0NRT,311.1,3.02,D
27.10219,85.72887,337.09,0.41,0.37,2025-04-03,0718,N,VIIRS,l,2.0NRT,311.15,3.02,D
27.23907,86.57516,339.42,0.39,0.36,2025-04-03,0718,N,VIIRS,l,2.0NRT,310.21,5.54,D
27.31266,87.0436,333.55,0.39,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,301.56,6.71,D
27.11152,85.80692,333.31,0.4,0.37,2025-04-03,0718,N,VIIRS,l,2.0NRT,307.64,1.85,D
27.12813,85.90833,333.01,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,306.2,2.02,D
27.12476,85.90896,340.9,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,307.95,3.32,D
27.0662,85.57484,347.14,0.41,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,314.02,4.92,D
27.10476,85.8083,341.24,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,308.23,3.48,D
27.1101,85.84081,340.72,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,308.57,2.96,D
27.11077,85.84487,334.57,0.4,0.37,2025-04-03,0718,N,VIIRS,l,2.0NRT,308.12,2.96,D
27.12138,85.90959,335.6,0.4,0.37,2025-04-03,0718,N,VIIRS,l,2.0NRT,307.74,3.32,D
27.05251,85.51373,340.37,0.41,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,310.27,4.37,D
27.11407,85.88628,340.85,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,305.05,2.92,D
27.14817,86.09518,339.75,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,304.47,3.4,D
27.38805,87.62147,340.85,0.38,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,303.1,3.15,D
27.094,85.78532,334.47,0.4,0.37,2025-04-03,0718,N,VIIRS,l,2.0NRT,308.16,4.78,D
27.09726,85.84756,336.67,0.4,0.37,2025-04-03,0718,N,VIIRS,l,2.0NRT,307.98,4.73,D
27.3646,87.53448,333.14,0.38,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,302.02,2.57,D
27.03888,85.51658,335.66,0.41,0.37,2025-04-03,0718,N,VIIRS,l,2.0NRT,309.15,2.92,D
27.05472,85.67491,340.02,0.41,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,309.15,2.62,D
27.20814,86.61779,347.47,0.39,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,311.85,6.01,D
27.27332,87.03129,331.55,0.39,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,300.76,4.18,D
27.08239,85.86317,342.49,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,308.69,4.36,D
27.3919,87.8271,338.64,0.38,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,297,3.75,D
27.38862,87.82784,335.93,0.38,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,299.6,3.75,D
27.37564,87.7867,332.18,0.38,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,296.55,1.99,D
27.04253,85.70705,337.76,0.41,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,307.75,2.6,D
27.08945,85.99065,332.08,0.4,0.37,2025-04-03,0718,N,VIIRS,l,2.0NRT,307.02,2.45,D
27.04932,85.78998,345.17,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,313.13,4.98,D
27.04594,85.79066,348.15,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,313.87,4.98,D
27.06745,85.92049,333.96,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,308.35,1.88,D
27.19847,86.72917,336.56,0.39,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,307.03,2.93,D
27.05195,85.91106,339.66,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,308.47,2.95,D
27.34418,87.78079,336.56,0.38,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,294.47,3.49,D
27.07705,86.12642,331.41,0.4,0.37,2025-04-03,0718,N,VIIRS,l,2.0NRT,303.7,2.74,D
27.01139,85.75142,340.92,0.41,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,310.76,4.54,D
27.04246,85.93791,341.49,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,309.11,3.92,D
27.05111,86.01114,347.85,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,313.09,13.96,D
27.0471,86.00787,339.51,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,309.07,2.45,D
27.04307,86.00453,343.37,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,309.47,7.58,D
27.04373,86.00854,348.15,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,312.99,7.58,D
27.26213,87.37546,332.97,0.38,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,294.68,2.78,D
27.03903,86.00117,340.04,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,309.81,4.59,D
27.0397,86.00518,333.49,0.4,0.37,2025-04-03,0718,N,VIIRS,l,2.0NRT,308.06,7.58,D
27.19679,86.97777,341.05,0.39,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,311.71,4.42,D
27.03902,86.00446,337.56,0.4,0.37,2025-04-03,0718,N,VIIRS,l,2.0NRT,308.41,1.49,D
27.15395,86.72091,336.3,0.39,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,309.92,2.04,D
27.00587,85.82307,338.99,0.4,0.37,2025-04-03,0718,N,VIIRS,l,2.0NRT,312.57,2.69,D
27.2322,87.26495,336.25,0.38,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,302.15,4.49,D
26.99235,85.82581,351.37,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,312.34,6.82,D
26.98896,85.82651,344.12,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,313.17,3.48,D
27.03857,86.2149,336.13,0.4,0.37,2025-04-03,0718,N,VIIRS,l,2.0NRT,308.41,3.04,D
27.24549,87.52896,332.68,0.38,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,302.29,3.28,D
27.24608,87.53281,330.14,0.38,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,296.48,3.28,D
27.03385,86.22842,338.1,0.4,0.37,2025-04-03,0718,N,VIIRS,l,2.0NRT,308.45,2.69,D
27.18898,87.20582,344.35,0.38,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,303.42,3.96,D
27.00894,86.11802,339.27,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,309.85,4.74,D
27.19193,87.26878,343.83,0.38,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,303.68,4.02,D
27.19253,87.27264,335.52,0.38,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,304.38,4.02,D
26.96524,85.87325,339.38,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,313.99,2.96,D
27.00558,86.11868,341.98,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,310.06,4.74,D
27.18802,87.2655,336.23,0.38,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,305.08,4.44,D
27.18922,87.27325,339.78,0.38,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,304.55,4.02,D
27.00288,86.12335,337.03,0.4,0.37,2025-04-03,0718,N,VIIRS,l,2.0NRT,309.63,2.27,D
26.97967,86.04528,336.83,0.4,0.37,2025-04-03,0718,N,VIIRS,l,2.0NRT,310.14,2.37,D
26.95631,85.96692,344.32,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,313.54,3.64,D
27.00007,86.27583,347.11,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,309.71,3.1,D
27.00073,86.27986,334.87,0.4,0.37,2025-04-03,0718,N,VIIRS,l,2.0NRT,308.8,3.1,D
27.00331,86.29568,339.85,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,307.16,2.78,D
26.99737,86.28046,337.52,0.4,0.37,2025-04-03,0718,N,VIIRS,l,2.0NRT,309.8,3.1,D
26.99803,86.28451,334.06,0.4,0.37,2025-04-03,0718,N,VIIRS,l,2.0NRT,308.6,1.54,D
26.99932,86.29243,341.5,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,306.51,2.78,D
26.99996,86.29635,340.68,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,306.92,2.78,D
26.96271,86.09002,341.83,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,309.86,5.24,D
26.99661,86.297,336.63,0.4,0.37,2025-04-03,0718,N,VIIRS,l,2.0NRT,309.78,3.18,D
26.98159,86.2262,350.52,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,313.13,7.49,D
26.98224,86.23016,344.62,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,313.27,10,D
26.99262,86.29372,343.84,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,309.49,3.18,D
26.99326,86.29765,338.36,0.4,0.37,2025-04-03,0718,N,VIIRS,l,2.0NRT,309.76,3.18,D
26.94806,86.04335,339.12,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,310.82,1.92,D
26.96387,86.13927,340.75,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,311.04,4.59,D
26.9776,86.22295,341.72,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,311.44,4.02,D
26.97825,86.2269,348.78,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,311.18,4.02,D
27.19783,87.61742,334.02,0.38,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,300.28,4.18,D
26.95986,86.13596,340.97,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,312.89,4.59,D
26.97285,86.23619,367,0.4,0.37,2025-04-03,0718,N,VIIRS,h,2.0NRT,313.99,10.41,D
26.96756,86.22504,335.02,0.4,0.37,2025-04-03,0718,N,VIIRS,l,2.0NRT,309.58,2.59,D
26.96346,86.20911,341.94,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,309.91,2.62,D
26.96987,86.24869,337.95,0.4,0.37,2025-04-03,0718,N,VIIRS,l,2.0NRT,310.67,4.82,D
26.9504,86.14978,348.82,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,313.17,4.88,D
26.96524,86.24148,341.06,0.4,0.37,2025-04-03,0718,N,VIIRS,l,2.0NRT,311.13,3.42,D
26.96588,86.24543,344.25,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,311.72,3.42,D
26.94704,86.15044,340.89,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,312.78,3.16,D
26.95855,86.24286,339.24,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,308.41,4.23,D
26.9552,86.24355,347.7,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,310.37,5.24,D
26.95121,86.24029,338.73,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,308.01,2.61,D
26.92125,86.07721,343.29,0.4,0.37,2025-04-03,0718,N,VIIRS,l,2.0NRT,316.39,7.15,D
26.94515,86.24559,351.78,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,311.54,7.11,D
26.93275,86.19047,338.41,0.4,0.37,2025-04-03,0718,N,VIIRS,l,2.0NRT,310.08,3.56,D
26.9418,86.24625,345.24,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,311.32,2.83,D
27.0745,87.08055,334.23,0.39,0.36,2025-04-03,0718,N,VIIRS,l,2.0NRT,307.67,3.43,D
26.9378,86.24292,351.38,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,311.78,8.5,D
26.93844,86.24689,334.82,0.4,0.37,2025-04-03,0718,N,VIIRS,l,2.0NRT,309.53,2.83,D
27.07481,87.10429,339.44,0.39,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,308.36,3.31,D
27.18143,87.79909,337.16,0.38,0.36,2025-04-03,0718,N,VIIRS,l,2.0NRT,311.48,2.61,D
26.99861,86.64271,343.57,0.39,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,307.21,4.92,D
26.92916,86.23232,346.99,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,311.42,5,D
26.93365,86.36661,346.8,0.39,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,310.56,4.82,D
26.93429,86.37055,354.42,0.39,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,310.33,8.1,D
26.92005,86.30399,345.89,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,311.26,5.9,D
26.91605,86.30064,338.98,0.4,0.37,2025-04-03,0718,N,VIIRS,l,2.0NRT,310.45,4.29,D
26.9167,86.30463,337.86,0.4,0.37,2025-04-03,0718,N,VIIRS,l,2.0NRT,310.76,4.29,D
27.10595,87.50389,330.02,0.38,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,302.98,1.7,D
26.90353,86.2662,346.97,0.4,0.37,2025-04-03,0718,N,VIIRS,l,2.0NRT,318.71,19.78,D
26.90612,86.28211,334.74,0.4,0.37,2025-04-03,0718,N,VIIRS,l,2.0NRT,309.62,1.48,D
26.89113,86.21137,335.32,0.4,0.37,2025-04-03,0718,N,VIIRS,l,2.0NRT,309.48,0.69,D
26.90848,86.33909,336.56,0.39,0.37,2025-04-03,0718,N,VIIRS,l,2.0NRT,310.73,2.45,D
26.89933,86.30405,342.47,0.4,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,311.09,3.18,D
26.90513,86.33974,343.67,0.39,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,312.67,2.45,D
27.11004,87.64196,334.13,0.38,0.36,2025-04-03,0718,N,VIIRS,l,2.0NRT,307,4.51,D
27.10109,87.62779,338.98,0.38,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,307.49,2.53,D
26.91549,86.48864,337.91,0.39,0.36,2025-04-03,0718,N,VIIRS,l,2.0NRT,308.98,3.48,D
27.09567,87.63675,342.39,0.38,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,308.16,7.05,D
27.09626,87.64059,349.24,0.38,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,306.98,7.05,D
27.08118,87.56416,344.31,0.38,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,310.54,2.8,D
27.06789,87.49934,341.13,0.38,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,306.39,3.54,D
27.06459,87.49997,338.31,0.38,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,309.49,4.6,D
26.89302,86.44433,334.92,0.39,0.36,2025-04-03,0718,N,VIIRS,l,2.0NRT,308.37,2.03,D
27.07159,87.58589,348.11,0.38,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,310.78,18.78,D
27.07217,87.58975,352.07,0.38,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,318.37,18.78,D
27.10467,87.8491,352.52,0.38,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,325.67,34.84,D
26.99389,87.14796,344.26,0.39,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,305.5,7.8,D
27.04446,87.51968,348.76,0.38,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,316.35,8.04,D
26.85834,86.35722,351.26,0.39,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,313.46,6.86,D
26.88376,86.5155,338.23,0.39,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,306.23,3.62,D
26.91504,86.71172,331.99,0.39,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,299.21,2.05,D
26.92801,86.79353,332.52,0.39,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,305.27,2.77,D
27.04057,87.51644,343.02,0.38,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,312.37,4.41,D
26.85499,86.3578,349.22,0.39,0.37,2025-04-03,0718,N,VIIRS,n,2.0NRT,315.94,6.86,D
26.8726,86.48871,336.79,0.39,0.36,2025-04-03,0718,N,VIIRS,l,2.0NRT,307.55,2.74,D
27.04281,87.57552,337.89,0.38,0.36,2025-04-03,0718,N,VIIRS,l,2.0NRT,312.7,5.97,D
27.03973,87.59989,367,0.38,0.36,2025-04-03,0718,N,VIIRS,l,2.0NRT,325.4,41.81,D
27.03621,87.57676,342.99,0.38,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,314.17,6.67,D
27.03856,87.59218,345.67,0.38,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,317.58,14.45,D
27.03914,87.59604,353.36,0.38,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,322.14,14.45,D
27.03643,87.60052,367,0.38,0.36,2025-04-03,0718,N,VIIRS,l,2.0NRT,338.04,41.81,D
26.87399,86.56179,350.87,0.39,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,307.65,11.03,D
27.03231,87.57355,334.95,0.38,0.36,2025-04-03,0718,N,VIIRS,l,2.0NRT,306.91,2.41,D
27.03467,87.58896,347.27,0.38,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,314.53,6.74,D
27.03584,87.59666,352.43,0.38,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,321.12,14.45,D
27.03702,87.60437,337.31,0.38,0.36,2025-04-03,0718,N,VIIRS,l,2.0NRT,308.2,41.81,D
27.03526,87.5928,367,0.38,0.36,2025-04-03,0718,N,VIIRS,h,2.0NRT,317.89,14.45,D
26.87001,86.55838,332.73,0.39,0.36,2025-04-03,0718,N,VIIRS,l,2.0NRT,307.52,2.27,D
26.87066,86.5624,350.21,0.39,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,307.68,5.96,D
27.02842,87.57032,333.56,0.38,0.36,2025-04-03,0718,N,VIIRS,l,2.0NRT,307.86,3.22,D
27.02901,87.57418,350.4,0.38,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,308.94,3.22,D
26.83618,86.36958,338.99,0.39,0.37,2025-04-03,0718,N,VIIRS,l,2.0NRT,313.59,2.16,D
27.02571,87.57481,340.57,0.38,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,310.3,3.22,D
26.85891,86.532,346.5,0.39,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,307.92,13.16,D
26.85556,86.53262,346.41,0.39,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,312.68,13.16,D
26.87385,86.64675,333.35,0.39,0.36,2025-04-03,0718,N,VIIRS,l,2.0NRT,307.63,2.39,D
26.84636,86.51817,343.3,0.39,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,308.76,4.37,D
26.97603,87.36216,345.12,0.38,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,312.98,9.79,D
26.97213,87.35894,346.68,0.38,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,308.62,9.79,D
26.97272,87.36277,332.38,0.38,0.36,2025-04-03,0718,N,VIIRS,l,2.0NRT,305.39,9.79,D
26.98994,87.47456,347.57,0.38,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,312.93,6.98,D
26.99054,87.47841,343.6,0.38,0.36,2025-04-03,0718,N,VIIRS,l,2.0NRT,315.99,6.98,D
26.98664,87.47516,343.91,0.38,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,313.01,6.55,D
26.85195,86.63861,340.39,0.39,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,307.72,2.97,D
26.85259,86.64262,339.44,0.39,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,308.53,2.97,D
26.84861,86.6392,337.85,0.39,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,308.43,2.52,D
26.8173,86.48746,341.32,0.39,0.36,2025-04-03,0718,N,VIIRS,l,2.0NRT,313.56,4.72,D
26.87539,86.8716,334.36,0.39,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,307.8,2.88,D
26.93696,87.37357,330.83,0.38,0.36,2025-04-03,0718,N,VIIRS,l,2.0NRT,304.57,1.6,D
26.93756,87.37744,330.14,0.38,0.36,2025-04-03,0718,N,VIIRS,l,2.0NRT,304.91,1.6,D
26.95317,87.52119,338.56,0.38,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,310.91,2.36,D
26.78808,86.55378,348.19,0.39,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,313.47,5.29,D
26.77656,86.50332,346.93,0.39,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,314.87,3.65,D
26.89565,87.25846,337.27,0.39,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,309.16,2.31,D
26.82496,86.8288,333.4,0.39,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,306.75,2.7,D
26.82557,86.83267,340.82,0.39,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,305.8,2.7,D
26.93568,87.65133,347.08,0.38,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,307.63,5.56,D
26.76897,86.60626,340.12,0.39,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,311.91,2.4,D
26.89636,87.41721,330.69,0.38,0.36,2025-04-03,0718,N,VIIRS,l,2.0NRT,304.55,1.17,D
26.76085,86.61999,341.32,0.39,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,312.32,2.71,D
26.86442,87.27666,346.41,0.39,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,301.84,7.89,D
26.74663,86.57419,340.18,0.39,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,313.07,2.36,D
26.74726,86.57812,339.93,0.39,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,312.98,2.65,D
26.80268,86.9693,336.74,0.39,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,303.92,2.2,D
26.7486,86.65073,339.99,0.39,0.36,2025-04-03,0718,N,VIIRS,l,2.0NRT,312.55,3.58,D
26.74923,86.65465,337.93,0.39,0.36,2025-04-03,0718,N,VIIRS,l,2.0NRT,310.72,3.58,D
26.73582,86.59253,335.94,0.39,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,310.41,1.85,D
26.73375,86.60104,336.82,0.39,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,311,1.2,D
26.72853,86.58997,342.42,0.39,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,312.17,3.82,D
26.90657,87.79546,334.62,0.38,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,303.4,2.64,D
26.72717,86.66706,347.77,0.39,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,311.58,4.66,D
26.7278,86.67097,340.59,0.39,0.36,2025-04-03,0718,N,VIIRS,l,2.0NRT,312.25,5.12,D
26.72322,86.66382,335.85,0.39,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,309.52,2.66,D
26.72384,86.66773,339,0.39,0.36,2025-04-03,0718,N,VIIRS,l,2.0NRT,309.92,2.66,D
26.72822,86.69501,342.47,0.39,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,310.14,2.95,D
26.71989,86.66449,341,0.39,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,308.69,2.66,D
26.72052,86.6684,333.1,0.39,0.36,2025-04-03,0718,N,VIIRS,l,2.0NRT,307.64,2.66,D
26.72803,86.71522,342.23,0.39,0.36,2025-04-03,0718,N,VIIRS,n,2.0NRT,309.4,2.04,D
