latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
26.96314,87.38282,352.22,0.38,0.36,2025-03-18,0718,N,VIIRS,n,2.0NRT,315.52,5.52,D
26.96374,87.38671,346.6,0.38,0.36,2025-03-18,0718,N,VIIRS,n,2.0NRT,313.01,5.52,D
26.95984,87.38344,344.65,0.38,0.36,2025-03-18,0718,N,VIIRS,n,2.0NRT,311.62,3.05,D
26.96044,87.38732,334.32,0.38,0.36,2025-03-18,0718,N,VIIRS,l,2.0NRT,307.44,3.05,D
26.89378,86.23469,333.79,0.4,0.37,2025-03-18,0718,N,VIIRS,l,2.0NRT,307.01,3.14,D
26.90163,86.26181,334.86,0.4,0.37,2025-03-18,0718,N,VIIRS,l,2.0NRT,308.06,3.05,D
27.11789,87.59546,342.19,0.38,0.36,2025-03-18,0718,N,VIIRS,n,2.0NRT,310.19,4.11,D
27.18743,87.96671,334.53,0.39,0.36,2025-03-18,0718,N,VIIRS,n,2.0NRT,303.98,8.83,D
27.03484,86.86745,334.43,0.39,0.36,2025-03-18,0718,N,VIIRS,n,2.0NRT,300.04,2.35,D
27.03817,86.86687,346.2,0.39,0.36,2025-03-18,0718,N,VIIRS,n,2.0NRT,297.96,9.47,D
27.12534,87.35981,339.58,0.38,0.36,2025-03-18,0718,N,VIIRS,n,2.0NRT,309.39,3.34,D
27.08816,87.12014,347.34,0.39,0.36,2025-03-18,0718,N,VIIRS,n,2.0NRT,311.72,11.06,D
27.08754,87.11622,349.64,0.39,0.36,2025-03-18,0718,N,VIIRS,n,2.0NRT,314.43,10.9,D
27.08694,87.11234,340.45,0.39,0.36,2025-03-18,0718,N,VIIRS,l,2.0NRT,312.79,10.9,D
27.09148,87.11954,367,0.39,0.36,2025-03-18,0718,N,VIIRS,l,2.0NRT,325.46,83.23,D
27.16149,87.55131,339.97,0.38,0.36,2025-03-18,0718,N,VIIRS,n,2.0NRT,304.42,3.57,D
27.09418,87.11504,345.28,0.39,0.36,2025-03-18,0718,N,VIIRS,l,2.0NRT,319.48,15.24,D
27.09811,87.11836,347.9,0.39,0.36,2025-03-18,0718,N,VIIRS,n,2.0NRT,314.1,5.28,D
27.10144,87.11781,345.44,0.39,0.36,2025-03-18,0718,N,VIIRS,n,2.0NRT,312.62,5.28,D
26.95669,86.18933,330.48,0.4,0.37,2025-03-18,0718,N,VIIRS,l,2.0NRT,305.18,2.37,D
27.10498,87.09692,340.54,0.39,0.36,2025-03-18,0718,N,VIIRS,n,2.0NRT,311.97,2.58,D
26.96004,86.18867,330.98,0.4,0.37,2025-03-18,0718,N,VIIRS,l,2.0NRT,305.08,2.37,D
26.95027,86.12887,332.46,0.4,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,306.56,2.53,D
26.94374,86.089,333.97,0.4,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,303.95,1.82,D
26.94645,86.08432,334.87,0.4,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,304.28,1.44,D
26.95243,86.09966,340.69,0.4,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,305.64,4.16,D
26.96826,86.15411,331.9,0.4,0.37,2025-03-18,0718,N,VIIRS,l,2.0NRT,305.53,5.18,D
26.95979,86.10229,335.06,0.4,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,306.37,2.05,D
26.95415,86.00415,334.79,0.4,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,306.36,2.63,D
26.98471,86.08495,342.32,0.4,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,307.21,2.78,D
26.98406,86.08093,332.18,0.4,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,305.88,2.78,D
26.96835,85.98475,332.62,0.4,0.37,2025-03-18,0718,N,VIIRS,l,2.0NRT,303.68,1.64,D
26.98872,86.08827,338.62,0.4,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,305.3,3.71,D
26.98807,86.08427,346.13,0.4,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,307.99,7.66,D
26.96645,85.95189,330.68,0.4,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,304.9,1.65,D
26.96982,85.95121,334.53,0.4,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,305.44,1.65,D
26.99685,86.07426,342.05,0.4,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,306.05,4.79,D
26.9962,86.07024,344.47,0.4,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,309.03,4.79,D
26.99554,86.06623,349.62,0.4,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,308.29,7.77,D
26.99229,86.04624,344.24,0.4,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,306.76,4.33,D
26.99164,86.04226,342.19,0.4,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,306.43,3.35,D
26.99099,86.03825,338.4,0.4,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,305.84,3.35,D
26.99837,86.04092,337.43,0.4,0.37,2025-03-18,0718,N,VIIRS,l,2.0NRT,307.99,4.26,D
27.00173,86.04024,346.7,0.4,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,307.5,5.39,D
26.99716,86.01219,335.58,0.4,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,305.26,4.08,D
26.97617,85.86224,367,0.4,0.37,2025-03-18,0718,N,VIIRS,h,2.0NRT,313.33,8.94,D
27.00444,86.03556,343.8,0.4,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,305.47,5.39,D
27.00379,86.03157,340.93,0.4,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,306.26,3.25,D
27.00118,86.01555,344.76,0.4,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,306.54,4.08,D
27.00053,86.01153,346.98,0.4,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,307.46,4.08,D
26.9769,85.8626,367,0.4,0.37,2025-03-18,0718,N,VIIRS,h,2.0NRT,311.87,11.03,D
27.00564,86.03576,333.72,0.4,0.37,2025-03-18,0718,N,VIIRS,l,2.0NRT,303.87,2.11,D
27.00498,86.03178,338.5,0.4,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,304.82,2.97,D
27.00233,86.01575,339.39,0.4,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,306.49,6.26,D
27.00167,86.01175,346.72,0.4,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,307.31,6.26,D
27.0117,86.03045,334.41,0.4,0.37,2025-03-18,0718,N,VIIRS,l,2.0NRT,305.38,3.15,D
27.01105,86.02645,335.14,0.4,0.37,2025-03-18,0718,N,VIIRS,l,2.0NRT,305.54,3.15,D
27.01573,86.03379,333.3,0.4,0.37,2025-03-18,0718,N,VIIRS,l,2.0NRT,304.32,2.58,D
27.01976,86.03716,334.07,0.4,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,304.09,2.17,D
27.0191,86.03316,332.58,0.4,0.37,2025-03-18,0718,N,VIIRS,l,2.0NRT,305.63,2.17,D
27.01712,86.02114,337.54,0.4,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,305.43,2.12,D
27.01115,85.98498,333.53,0.4,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,305.3,2.52,D
27.00915,85.97289,338.73,0.4,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,304.91,3.85,D
27.02252,86.01175,333.88,0.4,0.37,2025-03-18,0718,N,VIIRS,l,2.0NRT,304.04,3.4,D
27.02186,86.00774,342.78,0.4,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,304.65,3.4,D
27.01389,85.95946,334.47,0.4,0.37,2025-03-18,0718,N,VIIRS,l,2.0NRT,305.09,2.95,D
27.02058,85.97892,337.64,0.4,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,306.36,2.26,D
27.02394,85.97826,333.15,0.4,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,305.35,1.47,D
27.01129,85.90167,349.87,0.4,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,308.88,4.15,D
27.00391,85.85712,337.86,0.4,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,306.66,2.07,D
27.03063,85.9977,333.5,0.4,0.37,2025-03-18,0718,N,VIIRS,l,2.0NRT,304.06,3.04,D
29.16469,81.29405,327.46,0.39,0.44,2025-03-18,0718,N,VIIRS,l,2.0NRT,302.23,1.88,D
27.10467,87.59798,342.56,0.38,0.36,2025-03-18,0718,N,VIIRS,n,2.0NRT,308.89,4.36,D
26.90956,86.37504,333.11,0.39,0.36,2025-03-18,0718,N,VIIRS,n,2.0NRT,303.12,2.6,D
27.04898,87.27947,334.53,0.38,0.36,2025-03-18,0718,N,VIIRS,n,2.0NRT,304.32,4.85,D
27.10473,87.7328,342.8,0.38,0.36,2025-03-18,0718,N,VIIRS,n,2.0NRT,305.94,4.62,D
26.86443,86.22445,336.82,0.4,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,307.95,2.96,D
27.02044,87.20505,343.2,0.39,0.36,2025-03-18,0718,N,VIIRS,n,2.0NRT,312.64,4.29,D
26.985,85.72247,335.17,0.41,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,307.26,2.17,D
27.04972,86.09282,336.15,0.4,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,307.75,2.79,D
27.03333,85.99303,338.26,0.4,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,304.93,3.15,D
27.03604,85.98837,334.21,0.4,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,302.4,3.15,D
27.03538,85.98436,335.75,0.4,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,304.48,2.69,D
27.02273,85.90764,335.38,0.4,0.37,2025-03-18,0718,N,VIIRS,l,2.0NRT,308.53,1.21,D
26.99855,85.7618,334.68,0.41,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,305.52,1.61,D
27.04597,86.02763,335.14,0.4,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,304.53,2.96,D
27.04532,86.02368,332.23,0.4,0.37,2025-03-18,0718,N,VIIRS,l,2.0NRT,305.7,3.18,D
27.03276,85.94734,333.61,0.4,0.37,2025-03-18,0718,N,VIIRS,l,2.0NRT,304.38,2.69,D
27.0261,85.90695,343.36,0.4,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,309.31,11.36,D
27.04737,86.01504,333.34,0.4,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,302.22,1.82,D
27.0388,85.96284,346.45,0.4,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,307.33,3.69,D
27.00126,85.71492,334.24,0.41,0.37,2025-03-18,0718,N,VIIRS,l,2.0NRT,304.47,2.07,D
27.04287,85.94528,346.75,0.4,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,305.11,5.53,D
27.04756,85.95269,337.96,0.4,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,304.55,2.9,D
27.0209,85.74883,330.62,0.41,0.37,2025-03-18,0718,N,VIIRS,l,2.0NRT,305.36,2.58,D
27.01684,85.72437,331,0.41,0.37,2025-03-18,0718,N,VIIRS,l,2.0NRT,305.45,2.6,D
27.02496,85.75221,341.9,0.41,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,307.6,2.58,D
27.0209,85.72777,331.6,0.41,0.37,2025-03-18,0718,N,VIIRS,l,2.0NRT,305.01,2.6,D
27.02023,85.72368,337.08,0.41,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,305.01,2.6,D
27.05585,85.87601,332.57,0.4,0.37,2025-03-18,0718,N,VIIRS,l,2.0NRT,303.96,1.97,D
27.06386,85.90359,334.7,0.4,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,304.71,3.09,D
27.06187,85.89148,334.13,0.4,0.37,2025-03-18,0718,N,VIIRS,l,2.0NRT,304.3,3.51,D
27.16973,86.31258,337.73,0.39,0.36,2025-03-18,0718,N,VIIRS,l,2.0NRT,309.79,4.91,D
27.06679,85.6681,354.3,0.41,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,312.11,9.03,D
27.0661,85.66401,337.88,0.41,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,307.77,9.03,D
27.07224,85.67967,342.97,0.41,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,307.64,4.25,D
27.07699,85.68715,347.1,0.41,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,305.27,4.22,D
27.07631,85.68306,338.6,0.41,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,304.92,1.94,D
27.07563,85.67897,333.84,0.41,0.37,2025-03-18,0718,N,VIIRS,l,2.0NRT,305.56,1.94,D
27.07357,85.6667,331.64,0.41,0.37,2025-03-18,0718,N,VIIRS,l,2.0NRT,305.55,2.9,D
27.0741,85.58606,336.5,0.41,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,306.71,2.47,D
27.09188,85.67138,352.05,0.41,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,309.82,9.18,D
27.33042,86.93446,334.91,0.39,0.36,2025-03-18,0718,N,VIIRS,n,2.0NRT,302.97,3.19,D
27.39143,87.173,333.95,0.38,0.36,2025-03-18,0718,N,VIIRS,n,2.0NRT,303.87,4.83,D
27.33562,86.66842,333.94,0.39,0.36,2025-03-18,0718,N,VIIRS,n,2.0NRT,304.69,1.75,D
27.35329,86.75801,330.2,0.39,0.36,2025-03-18,0718,N,VIIRS,n,2.0NRT,301.61,1.82,D
27.40646,87.07507,332.99,0.39,0.36,2025-03-18,0718,N,VIIRS,n,2.0NRT,303.76,2.27,D
27.37353,86.77805,334.45,0.39,0.36,2025-03-18,0718,N,VIIRS,l,2.0NRT,305.44,5.9,D
27.40293,86.68301,345.72,0.39,0.36,2025-03-18,0718,N,VIIRS,n,2.0NRT,306.11,9.89,D
27.16572,84.93142,335.94,0.43,0.38,2025-03-18,0718,N,VIIRS,l,2.0NRT,306.49,1.98,D
27.18873,84.93991,335.26,0.43,0.38,2025-03-18,0718,N,VIIRS,n,2.0NRT,304.74,4.74,D
27.26956,85.35152,338.63,0.41,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,305.06,4.67,D
27.27148,85.321,341.79,0.41,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,306.22,5.94,D
27.27078,85.31681,333.09,0.41,0.37,2025-03-18,0718,N,VIIRS,l,2.0NRT,304.85,5.94,D
27.27631,85.32869,333.75,0.41,0.37,2025-03-18,0718,N,VIIRS,l,2.0NRT,305.78,2.74,D
27.27561,85.3245,334.31,0.41,0.37,2025-03-18,0718,N,VIIRS,l,2.0NRT,306.04,2.74,D
27.23777,84.99607,349.53,0.42,0.38,2025-03-18,0718,N,VIIRS,n,2.0NRT,305.97,4.75,D
27.41437,85.95137,338.79,0.4,0.37,2025-03-18,0718,N,VIIRS,l,2.0NRT,309.52,3.57,D
27.21865,84.7366,337.58,0.43,0.38,2025-03-18,0718,N,VIIRS,n,2.0NRT,307.47,2.13,D
27.25527,84.93041,335.62,0.43,0.38,2025-03-18,0718,N,VIIRS,n,2.0NRT,307.6,5.38,D
27.25454,84.92612,332.09,0.43,0.38,2025-03-18,0718,N,VIIRS,n,2.0NRT,302.1,5.38,D
27.21854,84.73318,339.98,0.43,0.38,2025-03-18,0718,N,VIIRS,n,2.0NRT,308.06,3.67,D
27.25596,84.92676,342.15,0.43,0.38,2025-03-18,0718,N,VIIRS,n,2.0NRT,307.03,14.26,D
27.27104,84.97236,340.33,0.42,0.38,2025-03-18,0718,N,VIIRS,l,2.0NRT,310.39,4.73,D
27.27524,84.97591,336.56,0.42,0.38,2025-03-18,0718,N,VIIRS,n,2.0NRT,309.39,3.72,D
27.2745,84.97164,341,0.42,0.38,2025-03-18,0718,N,VIIRS,n,2.0NRT,308.97,7.04,D
27.27869,84.9752,338.37,0.42,0.38,2025-03-18,0718,N,VIIRS,n,2.0NRT,307.18,3.72,D
27.28834,84.96882,341.18,0.42,0.38,2025-03-18,0718,N,VIIRS,n,2.0NRT,307.08,5.05,D
27.29256,84.97252,335.26,0.42,0.38,2025-03-18,0718,N,VIIRS,n,2.0NRT,303.27,3.37,D
27.70562,87.41226,338.59,0.38,0.36,2025-03-18,0718,N,VIIRS,n,2.0NRT,302.44,4.91,D
27.70503,87.40839,345.32,0.38,0.36,2025-03-18,0718,N,VIIRS,n,2.0NRT,299.84,4.91,D
27.33643,84.99891,330.02,0.42,0.38,2025-03-18,0718,N,VIIRS,l,2.0NRT,304.18,2.3,D
27.10409,87.59412,341.51,0.38,0.36,2025-03-18,0718,N,VIIRS,l,2.0NRT,314.83,4.36,D
27.56592,86.34497,344.01,0.39,0.36,2025-03-18,0718,N,VIIRS,n,2.0NRT,306.27,6.54,D
27.37963,85.06421,338.72,0.42,0.38,2025-03-18,0718,N,VIIRS,n,2.0NRT,313.26,4.34,D
27.36388,84.8605,335.58,0.43,0.38,2025-03-18,0718,N,VIIRS,n,2.0NRT,303.6,4.43,D
27.36312,84.85616,336.87,0.43,0.38,2025-03-18,0718,N,VIIRS,n,2.0NRT,303.77,4.69,D
27.36885,84.86844,338.78,0.43,0.38,2025-03-18,0718,N,VIIRS,n,2.0NRT,304.12,3.91,D
27.36809,84.86409,343.21,0.43,0.38,2025-03-18,0718,N,VIIRS,n,2.0NRT,305.2,4.43,D
27.50547,85.50369,340.08,0.41,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,296.32,6.05,D
27.36438,84.63506,345.22,0.44,0.38,2025-03-18,0718,N,VIIRS,n,2.0NRT,304.25,5.94,D
27.37882,84.61386,335.63,0.44,0.38,2025-03-18,0718,N,VIIRS,l,2.0NRT,307.38,4.31,D
27.38232,84.61312,338.46,0.44,0.38,2025-03-18,0718,N,VIIRS,n,2.0NRT,305.24,4.31,D
27.49669,85.24149,354.41,0.42,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,301.1,7.44,D
27.45008,84.96586,337.37,0.42,0.38,2025-03-18,0718,N,VIIRS,n,2.0NRT,307.71,1.72,D
27.48947,85.05109,334.28,0.42,0.38,2025-03-18,0718,N,VIIRS,n,2.0NRT,305.73,3.11,D
27.49718,85.04195,346.09,0.42,0.38,2025-03-18,0718,N,VIIRS,n,2.0NRT,303.74,3.29,D
27.48088,84.82343,335.22,0.43,0.38,2025-03-18,0718,N,VIIRS,n,2.0NRT,304.44,3.56,D
27.51565,84.98337,347.93,0.42,0.38,2025-03-18,0718,N,VIIRS,n,2.0NRT,308.77,10.76,D
27.7064,86.10424,331.03,0.39,0.37,2025-03-18,0718,N,VIIRS,l,2.0NRT,304.72,4.44,D
27.55294,85.09749,333.47,0.42,0.38,2025-03-18,0718,N,VIIRS,n,2.0NRT,301.05,2.87,D
27.55973,85.01193,339.98,0.42,0.38,2025-03-18,0718,N,VIIRS,n,2.0NRT,308.43,6.48,D
27.52735,84.75916,347.17,0.43,0.38,2025-03-18,0718,N,VIIRS,n,2.0NRT,312.63,4.42,D
27.57608,84.91118,331.42,0.42,0.38,2025-03-18,0718,N,VIIRS,n,2.0NRT,306.21,2.01,D
27.54611,84.4288,342.92,0.44,0.38,2025-03-18,0718,N,VIIRS,l,2.0NRT,313.64,40.82,D
27.5504,84.43245,349.18,0.44,0.38,2025-03-18,0718,N,VIIRS,n,2.0NRT,311.87,32.31,D
27.54962,84.42802,338.04,0.44,0.38,2025-03-18,0718,N,VIIRS,l,2.0NRT,310.75,9.31,D
27.55314,84.42724,353.92,0.44,0.38,2025-03-18,0718,N,VIIRS,n,2.0NRT,309.36,9.31,D
27.5551,84.41759,338.74,0.44,0.38,2025-03-18,0718,N,VIIRS,n,2.0NRT,311.59,10.86,D
27.57643,84.47724,340.95,0.44,0.38,2025-03-18,0718,N,VIIRS,n,2.0NRT,307.7,7.57,D
27.54349,84.0783,345.21,0.46,0.39,2025-03-18,0718,N,VIIRS,n,2.0NRT,306.62,11.36,D
27.54544,84.07943,338.31,0.45,0.39,2025-03-18,0718,N,VIIRS,n,2.0NRT,304.98,8.99,D
27.54462,84.07486,334.81,0.45,0.39,2025-03-18,0718,N,VIIRS,n,2.0NRT,307.29,7.72,D
27.68958,84.83319,333.1,0.43,0.38,2025-03-18,0718,N,VIIRS,l,2.0NRT,307.81,5.17,D
27.71528,84.81622,330.26,0.43,0.38,2025-03-18,0718,N,VIIRS,n,2.0NRT,299.07,1.8,D
27.79524,85.16001,346.92,0.41,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,306.57,8.13,D
27.79942,85.16384,330.44,0.41,0.37,2025-03-18,0718,N,VIIRS,l,2.0NRT,302.74,3.75,D
27.60303,83.86023,341.35,0.46,0.39,2025-03-18,0718,N,VIIRS,n,2.0NRT,310.69,5.99,D
27.85696,84.96779,338.09,0.42,0.38,2025-03-18,0718,N,VIIRS,n,2.0NRT,307.39,3.95,D
27.81573,84.58147,330.52,0.43,0.38,2025-03-18,0718,N,VIIRS,n,2.0NRT,299.46,1.91,D
27.91693,85.09149,330.7,0.42,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,299.16,1.61,D
27.75249,84.05919,330.67,0.45,0.39,2025-03-18,0718,N,VIIRS,l,2.0NRT,305.24,3.34,D
27.66387,83.44994,337.41,0.48,0.4,2025-03-18,0718,N,VIIRS,n,2.0NRT,310.96,3.82,D
27.83899,84.23485,333.56,0.45,0.39,2025-03-18,0718,N,VIIRS,l,2.0NRT,308.11,3.19,D
27.96528,84.7541,335.26,0.43,0.38,2025-03-18,0718,N,VIIRS,l,2.0NRT,305.41,3.29,D
27.89211,84.26662,339.52,0.44,0.39,2025-03-18,0718,N,VIIRS,n,2.0NRT,305.24,4.22,D
27.62683,82.71388,343.13,0.52,0.42,2025-03-18,0718,N,VIIRS,n,2.0NRT,306.78,5.72,D
28.08852,85.17507,332.07,0.41,0.37,2025-03-18,0718,N,VIIRS,n,2.0NRT,298.83,5.61,D
28.06076,84.97028,335.46,0.42,0.38,2025-03-18,0718,N,VIIRS,n,2.0NRT,306.82,4.59,D
28.04285,84.69913,333.55,0.43,0.38,2025-03-18,0718,N,VIIRS,l,2.0NRT,306.72,3.24,D
27.92045,83.95638,333.23,0.46,0.39,2025-03-18,0718,N,VIIRS,n,2.0NRT,306.21,3.81,D
28.07521,84.7418,332.71,0.42,0.38,2025-03-18,0718,N,VIIRS,n,2.0NRT,302.66,4.33,D
28.01099,84.34718,334.84,0.44,0.38,2025-03-18,0718,N,VIIRS,n,2.0NRT,303.78,2.02,D
28.0665,84.53854,335.44,0.43,0.38,2025-03-18,0718,N,VIIRS,n,2.0NRT,303.22,4.42,D
28.05916,84.39367,332.06,0.44,0.38,2025-03-18,0718,N,VIIRS,n,2.0NRT,304.45,3.46,D
28.0728,84.32648,332.74,0.44,0.38,2025-03-18,0718,N,VIIRS,n,2.0NRT,301.41,3.39,D
28.065,84.28201,335.84,0.44,0.38,2025-03-18,0718,N,VIIRS,n,2.0NRT,306.44,3.17,D
28.1089,84.3877,336.26,0.44,0.38,2025-03-18,0718,N,VIIRS,n,2.0NRT,298.92,7.67,D
28.20256,84.71648,335.4,0.42,0.38,2025-03-18,0718,N,VIIRS,n,2.0NRT,300.82,7.22,D
28.12577,84.27925,336.96,0.44,0.38,2025-03-18,0718,N,VIIRS,n,2.0NRT,298.84,3.95,D
28.15041,83.98369,331.63,0.45,0.39,2025-03-18,0718,N,VIIRS,n,2.0NRT,301.41,3.25,D
28.20465,83.90328,333.05,0.45,0.39,2025-03-18,0718,N,VIIRS,n,2.0NRT,305.16,4.42,D
28.17818,83.67288,344.07,0.46,0.39,2025-03-18,0718,N,VIIRS,n,2.0NRT,303.81,3.1,D
28.18054,83.60275,338.37,0.47,0.4,2025-03-18,0718,N,VIIRS,n,2.0NRT,305.58,6.09,D
28.09279,81.91698,332.67,0.56,0.43,2025-03-18,0718,N,VIIRS,l,2.0NRT,305.01,2.66,D
28.47781,83.62643,335.41,0.46,0.39,2025-03-18,0718,N,VIIRS,l,2.0NRT,308.59,6.86,D
28.45961,83.36022,332.83,0.48,0.4,2025-03-18,0718,N,VIIRS,n,2.0NRT,300.4,2.51,D
28.46244,83.35505,342.05,0.48,0.4,2025-03-18,0718,N,VIIRS,n,2.0NRT,303.41,8,D
28.61461,83.75861,355.55,0.46,0.39,2025-03-18,0718,N,VIIRS,n,2.0NRT,317.1,27.05,D
28.61903,83.7627,332.73,0.46,0.39,2025-03-18,0718,N,VIIRS,n,2.0NRT,296.01,27.05,D
28.62129,83.75471,336.8,0.46,0.39,2025-03-18,0718,N,VIIRS,n,2.0NRT,305.71,4.16,D
28.62497,83.75469,330.06,0.46,0.39,2025-03-18,0718,N,VIIRS,n,2.0NRT,295.84,4.16,D
28.57178,83.3764,329.61,0.47,0.4,2025-03-18,0718,N,VIIRS,l,2.0NRT,304.28,4.03,D
28.57108,83.37254,335,0.47,0.4,2025-03-18,0718,N,VIIRS,n,2.0NRT,303.47,4.03,D
28.4462,82.285,331.17,0.53,0.42,2025-03-18,0718,N,VIIRS,l,2.0NRT,301.88,2.97,D
28.698,82.79082,326.72,0.5,0.41,2025-03-18,0718,N,VIIRS,l,2.0NRT,298.53,6.03,D
28.70185,82.79073,336.79,0.5,0.41,2025-03-18,0718,N,VIIRS,n,2.0NRT,300.55,4.55,D
28.57788,81.25949,343.15,0.4,0.44,2025-03-18,0718,N,VIIRS,n,2.0NRT,311.55,17.16,D
28.58273,81.26254,337.13,0.4,0.44,2025-03-18,0718,N,VIIRS,n,2.0NRT,304.61,6.97,D
28.58191,81.25847,355.58,0.4,0.44,2025-03-18,0718,N,VIIRS,n,2.0NRT,313.83,17.16,D
28.61334,81.26759,355.3,0.4,0.44,2025-03-18,0718,N,VIIRS,n,2.0NRT,316.06,12.52,D
28.87942,82.52925,337.1,0.51,0.41,2025-03-18,0718,N,VIIRS,n,2.0NRT,301.29,6.52,D
29.06741,82.55556,334.68,0.51,0.41,2025-03-18,0718,N,VIIRS,n,2.0NRT,307.49,5.29,D
28.8056,80.25078,342.19,0.45,0.47,2025-03-18,0718,N,VIIRS,n,2.0NRT,303.26,6.15,D
28.80985,80.24967,343.97,0.45,0.47,2025-03-18,0718,N,VIIRS,n,2.0NRT,304.04,7.95,D
28.42022,83.40877,295.22,0.47,0.48,2025-03-18,1942,N,VIIRS,n,2.0NRT,280.39,0.44,N
29.12037,81.55475,305.15,0.62,0.54,2025-03-18,1942,N,VIIRS,n,2.0NRT,288.36,2.53,N
28.96991,82.32637,296.11,0.56,0.51,2025-03-18,1942,N,VIIRS,n,2.0NRT,279.59,2.01,N
28.96591,82.31769,301.82,0.56,0.51,2025-03-18,1942,N,VIIRS,n,2.0NRT,279.4,1.61,N
28.96549,82.32216,296.55,0.56,0.51,2025-03-18,1942,N,VIIRS,n,2.0NRT,280.39,1.61,N
28.55143,83.51661,299.01,0.47,0.47,2025-03-18,1942,N,VIIRS,n,2.0NRT,278.63,2.17,N
29.1205,81.55687,300.93,0.62,0.54,2025-03-18,1942,N,VIIRS,n,2.0NRT,287.52,2.1,N
26.81509,86.81915,303.82,0.45,0.39,2025-03-18,1945,N,VIIRS,n,2.0NRT,291.32,0.78,N
27.77874,84.24909,302.44,0.41,0.45,2025-03-18,1945,N,VIIRS,n,2.0NRT,288.04,0.48,N
27.70239,84.72239,298.53,0.39,0.44,2025-03-18,1945,N,VIIRS,n,2.0NRT,288.2,0.42,N
27.67947,84.9146,296.38,0.57,0.43,2025-03-18,1945,N,VIIRS,n,2.0NRT,285.41,1.54,N
